date,no1,no2,no3,no4,no5
2019-04-08 01:00:00,-0.6676,0.9983,0.7594,0.3982,-0.8282
2019-04-08 02:00:00,-0.5169,-0.7862,-0.2676,-0.3862,-0.6582
2019-04-08 03:00:00,-0.2866,1.0428,0.1273,0.0977,-0.3777
2019-04-08 04:00:00,0.0865,1.583,0.4468,0.3197,1.4765
2019-04-08 05:00:00,0.2915,-1.3756,-0.017,1.1249,0.0414
2019-04-08 06:00:00,-0.501,1.4503,0.266,-0.6046,-1.2974
2019-04-08 07:00:00,0.8598,2.5941,-0.4169,0.2821,-0.5317
2019-04-08 08:00:00,-0.3596,-1.1467,-0.1192,-1.9924,0.1789
2019-04-08 09:00:00,1.0808,1.1372,-0.6353,0.6486,1.4955
2019-04-08 10:00:00,0.1375,-0.8308,0.5875,0.2101,-0.8037
2019-04-08 11:00:00,-0.7263,-0.5888,-0.6327,-1.3764,-0.2819
2019-04-08 12:00:00,-0.4882,-2.215,-0.9451,0.6378,-0.2594
2019-04-08 13:00:00,-0.2372,-0.5173,0.0803,-0.1333,-0.5478
2019-04-08 14:00:00,0.4071,0.8543,-0.7982,-0.0927,-1.3272
2019-04-08 15:00:00,-2.4638,0.4324,1.0375,-0.104,-0.2287
2019-04-08 16:00:00,-0.2536,-1.4186,0.1446,-0.7482,0.7498
2019-04-08 17:00:00,-1.4825,0.3736,-0.0978,1.3612,0.7736
2019-04-08 18:00:00,-1.4152,-1.3351,1.4373,0.534,0.4778
2019-04-08 19:00:00,-0.3321,-0.7449,2.418,2.2385,-1.0175
2019-04-08 20:00:00,0.5992,1.408,-1.7272,-3.4338,0.2739
2019-04-08 21:00:00,0.21,1.7675,1.1076,2.4723,1.103
2019-04-08 22:00:00,-0.5327,0.7098,-0.8051,-0.1443,0.0686
2019-04-08 23:00:00,0.8285,0.3515,-0.324,-1.2171,0.2741
2019-04-09 00:00:00,0.7554,0.5731,0.6082,-1.4254,-0.0416
2019-04-09 01:00:00,0.4061,-0.5835,1.3355,0.1028,1.181
2019-04-09 02:00:00,0.4102,-1.2664,-1.3126,-1.2867,-0.0861
2019-04-09 03:00:00,-2.0228,0.7313,-0.0965,0.0832,0.0474
2019-04-09 04:00:00,0.4359,1.6885,1.9006,-0.4316,1.5497
2019-04-09 05:00:00,-0.3092,-0.0373,0.3327,-0.1471,-0.149
2019-04-09 06:00:00,0.0228,1.3665,0.6578,0.659,0.2545
2019-04-09 07:00:00,-1.045,-0.0864,2.0589,-0.282,0.5068
2019-04-09 08:00:00,-0.0242,-0.7119,-0.5826,0.3198,0.0665
2019-04-09 09:00:00,0.454,1.1037,-0.6916,0.8818,-0.1433
2019-04-09 10:00:00,-1.7228,-0.6373,-0.9596,-0.6094,-0.2255
2019-04-09 11:00:00,0.394,-1.6868,-0.5295,0.611,0.4999
2019-04-09 12:00:00,-0.1409,0.6789,0.1831,-0.208,1.0002
2019-04-09 13:00:00,2.6579,-0.8563,0.7518,1.0337,1.0025
2019-04-09 14:00:00,0.3296,-0.8221,0.2045,-0.0701,-0.4116
2019-04-09 15:00:00,0.758,0.1798,-0.2001,0.5512,-0.261
2019-04-09 16:00:00,0.2643,0.4967,0.5329,0.2556,-0.0639
2019-04-09 17:00:00,-1.5676,-0.187,-0.4014,0.7305,-0.1613
2019-04-09 18:00:00,0.1367,-0.1267,-1.2578,0.1255,-0.6931
2019-04-09 19:00:00,-0.2757,-0.47,0.0153,-1.6617,0.8239
2019-04-09 20:00:00,-0.7825,0.2932,0.8859,0.1528,0.2077
2019-04-09 21:00:00,0.2917,-0.746,-0.1381,1.2084,0.913
2019-04-09 22:00:00,-1.045,0.2172,0.5682,2.9692,-1.447
2019-04-09 23:00:00,0.5261,-0.9212,-1.6552,0.8577,0.0918
2019-04-10 00:00:00,-0.1353,-0.9798,-0.2462,1.1934,-0.1773
2019-04-10 01:00:00,0.3253,-0.3763,-1.8993,-0.4942,-0.2962
2019-04-10 02:00:00,1.0039,-0.116,0.2539,1.1967,-0.1229
2019-04-10 03:00:00,0.1284,-0.583,-0.6953,0.094,-0.6672
2019-04-10 04:00:00,1.4143,-0.5351,-0.9862,-0.0732,-0.8042
2019-04-10 05:00:00,-0.4092,-0.6842,-0.4161,-0.6892,-0.9701
2019-04-10 06:00:00,-0.6994,-0.569,0.0896,1.0865,-0.9212
2019-04-10 07:00:00,0.3012,1.1552,-1.0756,0.7442,-0.8381
2019-04-10 08:00:00,-0.3465,-0.6233,0.25,0.9082,-1.0812
2019-04-10 09:00:00,0.5079,-0.9298,0.2113,0.345,-0.7424
2019-04-10 10:00:00,0.5784,-0.8405,0.0077,0.4823,-0.7838
2019-04-10 11:00:00,-0.3411,-0.0033,0.6423,-0.2227,-0.3506
2019-04-10 12:00:00,-1.7737,-0.3264,-0.4371,-0.7539,-0.4392
2019-04-10 13:00:00,1.5963,0.5661,0.7498,0.6024,1.1735
2019-04-10 14:00:00,0.717,-1.0206,0.2432,-1.2549,0.3714
2019-04-10 15:00:00,0.592,0.1908,-0.6415,1.7095,1.767
2019-04-10 16:00:00,0.0198,-0.2124,-0.018,0.0505,-0.487
2019-04-10 17:00:00,-0.2963,-0.6741,-0.6866,-2.315,2.7917
2019-04-10 18:00:00,0.2175,-1.3352,-0.7134,0.4683,-0.2309
2019-04-10 19:00:00,-0.6956,-2.2096,0.2114,-1.4592,0.6694
2019-04-10 20:00:00,-0.4471,2.0929,0.3353,0.7102,-0.6692
2019-04-10 21:00:00,-0.6931,-0.8343,-1.4634,-0.1581,0.2436
2019-04-10 22:00:00,-0.3002,-0.5523,-0.6449,0.4307,-0.4656
2019-04-10 23:00:00,-0.4116,1.3173,0.2452,-1.8453,0.5944
2019-04-11 00:00:00,-0.2052,0.8538,1.0549,1.1437,-0.1081
2019-04-11 01:00:00,1.2244,-0.148,0.3764,0.5832,0.7577
2019-04-11 02:00:00,-0.4231,-0.4574,0.3202,-1.9735,-0.505
2019-04-11 03:00:00,0.2031,0.4997,0.6455,-0.7801,-0.1338
2019-04-11 04:00:00,0.4982,0.1776,1.2208,1.5388,0.9728
2019-04-11 05:00:00,-0.618,0.5763,-1.9439,0.1187,0.5454
2019-04-11 06:00:00,-1.3114,-0.4798,-1.1035,-0.0008,-0.5938
2019-04-11 07:00:00,0.8041,-1.0274,0.5445,-1.9718,-1.8159
2019-04-11 08:00:00,-1.1814,0.0598,-1.164,0.1103,0.4454
2019-04-11 09:00:00,0.705,-1.6952,0.1178,-0.393,0.5427
2019-04-11 10:00:00,1.7344,-0.0064,0.187,0.4781,1.9637
2019-04-11 11:00:00,0.735,-0.7247,-2.1783,-2.5475,-0.4427
2019-04-11 12:00:00,0.0573,-0.8742,-0.9341,-0.779,-1.1614
2019-04-11 13:00:00,0.4367,0.2649,-1.3352,0.7458,-0.8977
2019-04-11 14:00:00,0.3281,-0.5128,-0.7014,0.7769,-0.002
2019-04-11 15:00:00,-1.7024,0.3285,-0.4717,0.9379,0.9638
2019-04-11 16:00:00,0.502,-0.7031,-0.6496,0.1673,0.7004
2019-04-11 17:00:00,-0.6815,-0.2076,-0.1395,0.8449,-0.5956
2019-04-11 18:00:00,1.6952,-0.0983,-1.4401,-0.421,0.7277
2019-04-11 19:00:00,0.0856,-0.5802,-0.2721,-0.6264,0.5623
2019-04-11 20:00:00,-1.0121,0.0644,-0.2829,-0.7012,-1.3432
2019-04-11 21:00:00,1.1927,-1.0751,-1.0815,-1.0156,-1.5023
2019-04-11 22:00:00,0.5121,-2.2109,-0.4085,-0.432,0.4117
2019-04-11 23:00:00,0.5471,-0.0785,0.3131,-2.6468,-1.184
2019-04-12 00:00:00,0.278,-0.1956,-1.5744,-0.9016,0.5921
2019-04-12 01:00:00,0.3761,0.3117,0.1398,-0.405,-1.633
2019-04-12 02:00:00,3.4545,1.4559,0.1926,0.3587,1.1679
2019-04-12 03:00:00,0.5171,0.2373,-1.5109,0.2175,0.3813
2019-04-12 04:00:00,0.1461,1.9294,-0.9343,0.8274,2.3089
2019-04-12 05:00:00,0.6288,-1.4938,-0.6377,-1.4835,-0.5871
2019-04-12 06:00:00,1.7216,-0.284,0.7523,0.3772,0.4434
2019-04-12 07:00:00,-0.0404,-3.7061,0.3266,-0.0631,0.1415
2019-04-12 08:00:00,0.1607,-1.0794,-1.1082,0.3639,-0.4824
2019-04-12 09:00:00,2.6231,0.879,-1.102,-0.2918,-1.2938
2019-04-12 10:00:00,-2.8286,-0.7313,-0.3775,0.4623,1.5103
2019-04-12 11:00:00,1.5672,-1.2252,-0.0721,0.8811,1.2062
2019-04-12 12:00:00,2.1632,-0.4799,-1.0462,0.8551,-0.4019
2019-04-12 13:00:00,-0.1606,-1.9004,0.2927,1.2242,-1.699
2019-04-12 14:00:00,-0.6869,0.185,0.8847,0.0362,0.0502
2019-04-12 15:00:00,0.3612,1.9504,-0.7002,-1.9401,-1.0889
2019-04-12 16:00:00,0.5492,-0.1142,0.02,-0.1186,0.592
2019-04-12 17:00:00,0.2713,0.0962,0.5139,-0.6054,0.5088
2019-04-12 18:00:00,-0.7762,-0.3607,0.4244,-0.0239,-0.8141
2019-04-12 19:00:00,-1.0624,0.4839,-0.3193,1.0429,-0.2714
2019-04-12 20:00:00,2.6362,0.4519,-1.7253,-1.1788,1.3416
2019-04-12 21:00:00,1.691,-1.8477,-0.7854,1.0258,-1.5418
2019-04-12 22:00:00,-0.248,0.3229,-0.0759,0.4331,1.5022
2019-04-12 23:00:00,-0.4124,-2.5696,-0.7449,1.7316,1.3515
2019-04-13 00:00:00,-2.0785,-1.1143,1.0484,-0.9639,-0.0329
2019-04-13 01:00:00,1.8045,0.5941,0.1095,-0.9706,1.302
2019-04-13 02:00:00,1.9827,-0.6572,0.3317,0.1627,-1.4467
2019-04-13 03:00:00,-2.3097,-1.2765,0.0647,1.8593,-0.3295
2019-04-13 04:00:00,-0.4997,-0.9691,-0.4832,-1.2786,-1.1067
2019-04-13 05:00:00,0.3642,-0.4337,-0.3321,-2.1008,0.7512
2019-04-13 06:00:00,-0.7237,-0.0981,-0.4223,-0.4356,0.3918
2019-04-13 07:00:00,0.53,-0.5668,1.8853,0.2274,-0.3885
2019-04-13 08:00:00,-0.5089,-0.1019,0.22,0.8182,-0.0363
2019-04-13 09:00:00,-0.2898,0.9991,-0.5555,0.3438,2.803
2019-04-13 10:00:00,-0.5718,0.1059,0.6888,0.3713,-1.601
2019-04-13 11:00:00,-0.6656,0.186,-1.1791,-0.3808,0.1532
2019-04-13 12:00:00,-0.7396,0.0961,-0.7697,-0.1828,0.9281
2019-04-13 13:00:00,-0.9124,-1.1776,0.1671,-2.1182,-0.4695
2019-04-13 14:00:00,-0.7537,1.0618,-0.961,-0.6922,0.72
2019-04-13 15:00:00,-0.1947,0.5891,0.9206,-0.0968,0.3768
2019-04-13 16:00:00,-0.55,-1.4512,-0.3506,-0.556,0.332
2019-04-13 17:00:00,-1.2043,0.5483,1.7404,1.2904,0.5676
2019-04-13 18:00:00,-1.0131,1.2211,1.5534,0.2203,0.2804
2019-04-13 19:00:00,-1.437,-1.3208,-0.0677,1.7084,-0.2724
2019-04-13 20:00:00,-1.4308,1.1187,0.3565,-1.3056,0.5324
2019-04-13 21:00:00,-1.1749,1.6541,-0.9651,0.052,0.3856
2019-04-13 22:00:00,-0.2833,-0.7708,-0.725,0.5428,-1.1231
2019-04-13 23:00:00,0.9553,-0.7287,-1.0585,0.4546,-1.4634
2019-04-14 00:00:00,0.4735,1.961,-0.2803,-0.2951,-0.124
2019-04-14 01:00:00,-0.0709,0.2829,0.8836,-1.0443,-0.2882
2019-04-14 02:00:00,-0.2271,0.8022,0.5065,-0.2761,0.9011
2019-04-14 03:00:00,-0.3013,-1.2446,0.3326,0.4803,-0.0644
2019-04-14 04:00:00,-1.0815,-1.3104,1.6979,-0.1483,1.8751
2019-04-14 05:00:00,0.0822,0.0384,-2.1019,-0.7144,0.1975
2019-04-14 06:00:00,-0.246,-1.4308,0.0476,1.0272,-0.2323
2019-04-14 07:00:00,2.2175,0.1602,-0.6107,-1.1723,0.7177
2019-04-14 08:00:00,-2.2432,0.1633,-1.0022,0.67,0.8519
2019-04-14 09:00:00,-0.057,-0.5362,1.3609,1.4872,-0.6129
2019-04-14 10:00:00,-0.8734,-2.147,1.9082,0.4986,-0.2701
2019-04-14 11:00:00,0.2684,-0.1168,0.8313,1.0059,1.3482
2019-04-14 12:00:00,-0.7787,-0.2911,-0.1563,-0.2689,-0.4918
2019-04-14 13:00:00,0.1459,0.5874,-1.9391,1.5686,-0.7649
2019-04-14 14:00:00,-1.6297,0.0868,-0.8755,0.4906,-0.4918
2019-04-14 15:00:00,-0.4984,0.8243,-1.6115,-0.3924,-1.0478
2019-04-14 16:00:00,0.0432,-1.1679,-0.077,-1.1603,-1.0768
2019-04-14 17:00:00,1.2523,-0.1939,-0.3804,0.6553,0.2456
2019-04-14 18:00:00,0.6511,0.7557,0.7663,0.8896,1.034
2019-04-14 19:00:00,-0.957,0.735,-0.2699,0.8329,0.7294
2019-04-14 20:00:00,0.0517,-0.0993,-0.0286,0.4217,0.1558
2019-04-14 21:00:00,0.0801,-1.1093,0.3382,-0.4083,1.1956
2019-04-14 22:00:00,0.1092,1.9498,0.4199,0.5774,0.4783
2019-04-14 23:00:00,1.3261,0.1968,-0.4452,-0.9189,-0.048
2019-04-15 00:00:00,0.5825,0.6544,0.2637,0.2428,-0.5099
2019-04-15 01:00:00,-0.8465,0.3851,-0.8086,-0.9329,0.4224
2019-04-15 02:00:00,0.0206,-0.5509,-1.6839,1.0875,1.0249
2019-04-15 03:00:00,0.1283,-0.2828,-0.8923,-1.2396,-0.1819
2019-04-15 04:00:00,0.0221,-0.8916,-0.4959,1.6991,-0.3624
2019-04-15 05:00:00,0.5798,1.3755,1.1087,-1.4134,0.6714
2019-04-15 06:00:00,-1.6771,-0.1726,-0.2371,-0.2191,1.2494
2019-04-15 07:00:00,0.1814,0.6228,0.212,0.608,1.3499
2019-04-15 08:00:00,-0.037,-0.3194,0.6783,0.6856,-0.8279
2019-04-15 09:00:00,-0.7183,-0.6566,-0.4874,0.2928,1.1155
2019-04-15 10:00:00,-0.2511,0.7912,1.2553,2.6109,-0.8382
2019-04-15 11:00:00,-0.5855,0.6147,0.1769,1.8083,-0.2648
2019-04-15 12:00:00,0.6041,-1.4114,-0.4186,0.1207,-0.5714
2019-04-15 13:00:00,1.5879,-0.5948,-0.6803,-1.0916,-0.809
2019-04-15 14:00:00,-0.5505,0.1137,-0.5032,-0.336,0.8
2019-04-15 15:00:00,-0.0122,-0.2526,0.6366,0.9654,-0.8513
2019-04-15 16:00:00,1.2738,0.0386,0.7606,0.2718,0.27
2019-04-15 17:00:00,1.2331,0.9109,1.8791,0.9878,0.331
2019-04-15 18:00:00,-1.1136,0.5338,-0.8941,-0.0299,-0.0198
2019-04-15 19:00:00,-0.5866,0.4289,1.0099,-0.8739,-1.2511
2019-04-15 20:00:00,0.193,-1.1099,-0.1178,2.3581,-1.0282
2019-04-15 21:00:00,0.5014,-1.209,-0.7789,-0.034,0.9176
2019-04-15 22:00:00,-0.1201,-0.75,0.7172,0.6099,0.8067
2019-04-15 23:00:00,-0.496,-0.5765,0.1353,0.7201,0.9595
2019-04-16 00:00:00,-1.5367,-2.2774,1.0264,-0.9706,-0.9867
2019-04-16 01:00:00,0.3527,1.0255,-0.7739,0.4816,1.1628
2019-04-16 02:00:00,-0.2487,-0.8006,0.4906,1.7568,1.2711
2019-04-16 03:00:00,0.5898,0.0596,0.5323,-0.8644,-0.4687
2019-04-16 04:00:00,1.3753,-0.4434,0.376,-2.3502,-0.759
2019-04-16 05:00:00,-0.0071,1.0236,1.2596,0.5871,-0.4354
2019-04-16 06:00:00,1.7001,-0.2722,-0.0087,0.0394,0.2703
2019-04-16 07:00:00,-0.3613,0.4213,-1.1069,-0.6628,-0.4721
2019-04-16 08:00:00,0.6405,-0.5541,0.6552,-0.8535,1.0432
2019-04-16 09:00:00,-0.0698,-0.5844,0.3816,-0.2801,0.5843
2019-04-16 10:00:00,-1.3397,-0.0074,0.0461,-0.3344,-1.1218
2019-04-16 11:00:00,-0.3608,0.2966,-1.3475,-0.5098,0.4094
2019-04-16 12:00:00,2.0074,-0.1469,-0.1713,-0.2017,0.3478
2019-04-16 13:00:00,-0.6081,-1.1243,-0.3576,-0.2214,-0.0076
2019-04-16 14:00:00,-1.122,-0.4724,0.0332,0.2054,0.7774
2019-04-16 15:00:00,0.5826,-0.3595,0.1486,-0.4725,-0.7398
2019-04-16 16:00:00,1.0708,0.5165,-1.7085,-0.0807,0.3222
2019-04-16 17:00:00,0.5472,-2.0274,1.1838,-1.6924,1.8171
2019-04-16 18:00:00,0.6846,-0.8717,-1.2398,0.074,-0.4877
2019-04-16 19:00:00,0.5518,-1.1683,-0.3954,-0.2159,-0.0502
2019-04-16 20:00:00,-1.1042,-0.0852,0.439,0.1555,-0.0183
2019-04-16 21:00:00,0.6708,-0.6088,1.0581,-0.3118,-0.3726
2019-04-16 22:00:00,0.3978,0.7588,-0.2043,0.317,-0.2527
2019-04-16 23:00:00,0.4464,-0.9722,0.0791,0.9506,0.9529
2019-04-17 00:00:00,-0.4889,-0.799,0.5349,0.5329,0.3861
2019-04-17 01:00:00,1.0956,-0.4092,2.0625,0.6538,0.0324
2019-04-17 02:00:00,-0.1085,-0.6834,-1.2545,1.535,0.1565
2019-04-17 03:00:00,0.0568,0.6413,0.9121,0.7654,-0.5037
2019-04-17 04:00:00,0.1659,1.5801,0.494,-0.2263,1.4892
2019-04-17 05:00:00,-0.0398,-1.2649,0.3668,1.6825,0.0068
2019-04-17 06:00:00,-0.1529,0.7841,-0.1479,0.3689,-0.174
2019-04-17 07:00:00,2.6426,-0.9854,-0.6451,0.9963,-1.5092
2019-04-17 08:00:00,0.1158,-0.1649,-1.7159,1.0161,0.6274
2019-04-17 09:00:00,-0.6232,2.3208,0.0091,-1.3461,-0.2378
2019-04-17 10:00:00,-0.197,-0.1439,1.2074,-1.2502,0.6449
2019-04-17 11:00:00,0.5904,-0.3679,2.0682,-0.0326,-1.0421
2019-04-17 12:00:00,1.3831,-0.7454,-0.5041,-0.8586,0.8404
2019-04-17 13:00:00,-0.7268,-1.0917,-0.8448,0.2287,1.8147
2019-04-17 14:00:00,0.886,-3.4536,-0.4627,0.7411,-0.5935
2019-04-17 15:00:00,-1.4147,0.0916,-1.0928,1.4904,0.7172
2019-04-17 16:00:00,-1.2357,0.3854,0.0736,0.3446,0.5248
2019-04-17 17:00:00,-0.4037,0.9723,-0.0087,-0.4881,2.2558
2019-04-17 18:00:00,-0.5497,0.2297,-0.2427,-0.8319,-0.8838
2019-04-17 19:00:00,-0.4329,-0.4281,-1.3977,1.6822,-1.1596
2019-04-17 20:00:00,-0.6281,1.5801,0.8364,0.0912,-0.6761
2019-04-17 21:00:00,0.5091,-1.1661,1.7655,-0.0196,-1.5137
2019-04-17 22:00:00,0.2693,0.9283,1.174,0.3022,-1.2788
2019-04-17 23:00:00,0.3726,0.1965,1.0475,0.7586,-0.2176
2019-04-18 00:00:00,0.1103,-1.2184,0.4807,-0.8953,-1.9775
2019-04-18 01:00:00,0.3462,0.3535,-0.8012,0.2944,-1.4116
2019-04-18 02:00:00,-0.8752,-1.4284,0.928,-0.1599,-0.5276
2019-04-18 03:00:00,0.3828,-1.1017,-0.7892,-0.56,0.2947
2019-04-18 04:00:00,-0.3271,1.2625,0.5387,-0.2644,1.0615
2019-04-18 05:00:00,0.6194,0.4563,1.3008,0.0459,0.5112
2019-04-18 06:00:00,-0.0457,0.4465,0.3243,-0.144,-1.0498
2019-04-18 07:00:00,-0.8293,1.3961,-0.6877,-2.1064,-0.4608
2019-04-18 08:00:00,-0.5475,-1.2993,-0.778,-0.2526,0.4353
2019-04-18 09:00:00,0.7617,-0.7197,2.0668,0.1393,0.1974
2019-04-18 10:00:00,2.3862,0.9714,0.5756,-0.5231,-1.2781
2019-04-18 11:00:00,-2.319,0.1957,0.5089,-0.43,0.7962
2019-04-18 12:00:00,-0.4138,-1.5685,-2.5573,1.9073,-0.2127
2019-04-18 13:00:00,-0.5515,-2.2632,0.3388,0.9404,-0.6435
2019-04-18 14:00:00,-0.2564,-0.2733,1.8393,0.3155,1.0241
2019-04-18 15:00:00,-1.4741,-2.8402,-0.4298,-1.5288,0.2046
2019-04-18 16:00:00,1.1298,0.3151,0.2918,-0.3631,-0.6461
2019-04-18 17:00:00,-0.4811,-1.9118,-0.959,-0.0046,1.0411
2019-04-18 18:00:00,0.7094,-0.4126,1.57,-0.5287,-0.4305
2019-04-18 19:00:00,0.9021,-0.0909,-1.6888,-2.03,1.6032
2019-04-18 20:00:00,2.2401,-0.6867,0.2465,0.0455,-0.4208
2019-04-18 21:00:00,-1.6643,-1.7928,1.5253,-0.4393,-0.342
2019-04-18 22:00:00,0.647,1.0849,0.274,-2.0153,-0.5075
2019-04-18 23:00:00,0.6835,1.7322,0.1875,0.7144,1.4254
2019-04-19 00:00:00,0.7419,0.7095,0.0714,-0.3697,2.189
2019-04-19 01:00:00,-1.2905,-1.5041,1.5129,-0.36,1.2231
2019-04-19 02:00:00,-1.4935,0.6593,-0.6883,1.3942,0.6951
2019-04-19 03:00:00,-1.3083,-0.4596,0.2753,1.442,0.1377
2019-04-19 04:00:00,-0.1322,-1.7856,-2.3904,0.0913,-0.0537
2019-04-19 05:00:00,-1.0289,0.1718,-0.2298,0.8286,1.7418
2019-04-19 06:00:00,1.0248,0.7844,0.93,0.0623,-0.4449
2019-04-19 07:00:00,-0.2522,-0.0809,-0.8415,0.8479,-0.1758
2019-04-19 08:00:00,-0.4061,2.6187,0.3252,0.2692,-1.6983
2019-04-19 09:00:00,-0.7336,2.1068,-0.5719,-1.7224,-0.8654
2019-04-19 10:00:00,-2.0684,0.9715,1.0696,0.5347,2.0268
2019-04-19 11:00:00,-0.8823,0.6938,0.0316,0.7998,0.8196
2019-04-19 12:00:00,-0.1766,-1.5934,-0.5647,-0.7996,-0.561
2019-04-19 13:00:00,0.9639,0.9111,0.3124,-0.4323,-0.918
2019-04-19 14:00:00,0.1846,0.2914,-0.7243,-1.4098,1.4099
2019-04-19 15:00:00,-1.7982,0.2042,1.6233,-0.9368,1.2809
2019-04-19 16:00:00,-1.5731,0.395,-0.3842,0.8007,0.7961
2019-04-19 17:00:00,0.8064,-0.3082,-0.3296,0.4123,0.9367
2019-04-19 18:00:00,-1.4818,0.5984,1.5754,-0.4803,0.3273
2019-04-19 19:00:00,0.5549,-0.7596,-1.5905,0.154,0.6262
2019-04-19 20:00:00,0.4087,-0.5133,-0.0514,-0.914,0.7878
2019-04-19 21:00:00,-1.0731,1.5844,0.5437,1.1044,0.0318
2019-04-19 22:00:00,0.1886,-0.3523,-0.7465,-0.4073,-1.1562
2019-04-19 23:00:00,0.267,-1.7831,-0.2729,-0.0358,-2.296
2019-04-20 00:00:00,0.7278,-1.423,0.249,-1.4369,1.4666
2019-04-20 01:00:00,0.8414,0.0796,0.1829,-0.2396,-0.1548
2019-04-20 02:00:00,0.0378,-0.0695,-0.7072,-0.8185,0.0645
2019-04-20 03:00:00,-0.1977,0.1899,0.4413,0.8492,1.904
2019-04-20 04:00:00,0.3056,0.1379,-0.5042,2.3149,0.5027
2019-04-20 05:00:00,-0.0715,0.8536,0.055,1.3542,-3.658
2019-04-20 06:00:00,-1.0516,0.6302,-0.0794,0.5127,2.1329
2019-04-20 07:00:00,1.8652,1.6332,-1.3621,2.0226,-0.5501
2019-04-20 08:00:00,0.9975,-0.1662,1.0086,-1.3969,-1.1016
2019-04-20 09:00:00,0.0884,1.8077,0.485,0.1636,-0.7522
2019-04-20 10:00:00,0.483,0.5274,0.4913,1.7316,-0.1391
2019-04-20 11:00:00,-1.4049,-0.3354,-0.2111,1.4145,-0.2504
2019-04-20 12:00:00,-0.469,1.7173,-0.143,0.2327,0.0541
2019-04-20 13:00:00,-0.3455,-0.5093,1.5717,1.0108,-1.075
2019-04-20 14:00:00,1.4094,-1.6082,-1.1136,-0.9574,-0.7851
2019-04-20 15:00:00,0.8127,0.3495,-0.3766,0.4415,-0.9882
2019-04-20 16:00:00,0.4142,-2.3032,0.2263,0.2582,0.7782
2019-04-20 17:00:00,-0.9301,0.0139,0.9417,3.0319,-0.6302
2019-04-20 18:00:00,0.2993,1.6456,-0.158,-1.4867,1.1859
2019-04-20 19:00:00,2.9356,2.0176,0.2049,0.0316,1.2108
2019-04-20 20:00:00,1.255,-0.22,0.9168,0.4042,0.7434
2019-04-20 21:00:00,-0.4824,0.8208,2.0014,0.7315,2.1408
2019-04-20 22:00:00,-0.1325,0.4699,-1.6907,-0.796,-0.0132
2019-04-20 23:00:00,1.3311,0.9253,1.0946,-0.2838,0.0497
2019-04-21 00:00:00,-0.7622,0.2092,-1.7759,0.4739,-0.0371
2019-04-21 01:00:00,-1.3521,-1.5638,0.006,-1.0114,-0.33
2019-04-21 02:00:00,0.2483,1.154,0.4986,1.2898,0.4849
2019-04-21 03:00:00,-0.0615,-0.8231,-0.925,-0.1998,0.2836
2019-04-21 04:00:00,0.7621,0.1951,-1.118,0.4971,0.1673
2019-04-21 05:00:00,-2.0105,-0.4679,-0.0081,-0.2394,0.6157
2019-04-21 06:00:00,-0.6961,-1.7443,0.4557,1.0426,0.7092
2019-04-21 07:00:00,0.3577,0.417,-2.8403,-1.0817,-0.6727
2019-04-21 08:00:00,0.6194,1.4475,0.2421,0.5681,-0.287
2019-04-21 09:00:00,0.2231,1.2301,-0.7098,0.0559,-2.4161
2019-04-21 10:00:00,2.0,1.1595,-0.2047,-0.8974,1.8846
2019-04-21 11:00:00,1.1966,-1.2642,-1.4145,0.95,-0.2948
2019-04-21 12:00:00,-0.319,-0.5886,0.1528,-0.6272,1.8417
2019-04-21 13:00:00,-0.5153,-0.774,-0.2528,0.6986,1.9149
2019-04-21 14:00:00,-0.8997,-1.0551,-0.4728,0.6653,0.2652
2019-04-21 15:00:00,0.0776,0.316,-0.0497,1.8939,-1.1893
2019-04-21 16:00:00,0.8752,-0.2085,0.6425,-0.7697,-0.334
2019-04-21 17:00:00,1.3807,-0.1121,-2.6835,-1.0275,-0.5873
2019-04-21 18:00:00,0.1742,0.6751,-0.0632,0.412,0.0373
2019-04-21 19:00:00,0.1252,-0.245,-1.2033,0.4299,-0.0563
2019-04-21 20:00:00,-1.0559,-0.0607,0.4861,1.1982,-0.0329
2019-04-21 21:00:00,-0.0822,-0.4619,1.2349,-0.9688,-0.746
2019-04-21 22:00:00,-0.3923,0.2656,-0.7876,1.1114,-0.7466
2019-04-21 23:00:00,-0.4053,-0.3182,0.0477,-0.2918,-1.7244
2019-04-22 00:00:00,-0.1151,-0.2885,0.3887,-1.1642,1.1333
2019-04-22 01:00:00,-0.7511,-0.5831,-1.314,-1.1451,0.2162
2019-04-22 02:00:00,0.9573,-0.9029,-0.6116,1.205,-1.0186
2019-04-22 03:00:00,0.6279,-1.2573,0.1243,-1.2032,0.352
2019-04-22 04:00:00,0.1119,-1.7665,-0.0945,-2.1954,1.2621
2019-04-22 05:00:00,1.2428,0.873,0.8341,-0.1866,0.4671
2019-04-22 06:00:00,0.2205,-2.296,-0.7158,2.0446,1.1509
2019-04-22 07:00:00,0.3935,-0.8841,0.3485,-0.9385,-1.9384
2019-04-22 08:00:00,1.2673,1.1425,-1.1147,1.3045,1.6359
2019-04-22 09:00:00,-1.2059,-0.6065,-1.8851,1.5136,-0.2041
2019-04-22 10:00:00,1.4427,0.6296,-0.0984,-1.9226,2.3737
2019-04-22 11:00:00,-0.9175,0.6369,1.4442,-0.6445,-0.3769
2019-04-22 12:00:00,0.0109,0.7832,-1.518,1.1081,-0.7985
2019-04-22 13:00:00,0.5446,0.0487,0.3194,1.1424,0.1953
